#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_3_5_NAME;Basic Interceptor Prototype Tests;Tests du prototype d’intercepteur I;Test prototipo intercettore standard;Pruebas de prototipo de interceptor básico;Prototypentests einfacher Abfangjäger;Testy prototypowe podst. myœliwca przechw.;;Èñïûòàíèÿ áàçîâîãî èñòðåáèòåëÿ;;;x
TECH_APP_AIRCRAFT_4_NAME;Basic Fighter;Chasseur MR I;Caccia multiruolo di base;Caza polivalente básico;Einfacher Mehrzweckjäger;Podstawowy myœl. wielozadaniowy;;Áàçîâûé èñòðåáèòåëü;;;x
TECH_APP_AIRCRAFT_4_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_4_1_NAME;Basic Medium Range Engine;Moteur portée moyenne I;Motore a medio raggio di base;Motor de medio alcance básico;Einfache Mittelstreckentriebwerk;Silnik podst. myœliwca œredniego zasiêgu;;Áàçîâûé äâèãàòåëü ñðåäíåé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_4_2_NAME;Basic Fighter Airframe;Cellule chasseur MR I;Telaio del caccia multiruolo di base;Armazón de caza polivalente básico;Rumpf für einfache Mehrzweckjäger;Kad³ub podst. myœliwca wielozadaniowego;;Áàçîâûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_4_3_NAME;7.62mm MGs;Mitraill. 7,62mm;Mitragliatrici da 7,62mm;Ametralladoras de 7,62 mm;7,62mm MGs;Karabiny maszynowe 7.62mm;;Ïóëåìåò 7.62ìì;;;x
TECH_CMP_AIRCRAFT_4_4_NAME;Basic Decimetric Airborne Interceptor Radar;Radar d’interception aéroportée décimétrique I;Radar aereo intercettore decimetrico di base;Radar decimétrico básico para interceptor;Einfaches Dezimeter-Jägerradar;Podstawowy decymetrowy radar przechwytuj¹cy;;Áàçîâûé äåöèìåòðîâûé ðàäàð;;;x
TECH_CMP_AIRCRAFT_4_5_NAME;Basic Fighter Prototype Tests;Essais du prototype chasseur MR I;Test prototipo caccia multiruolo di base;Pruebas de prototipo de caza polivalente básico;Prototypentests einfacher Mehrzweckjäger;Testy prototypowe podst. myœliwca wielozad.;;Èñïûòàíèÿ áàçîâîãî èñòðåáèòåëÿ;;;x
TECH_APP_AIRCRAFT_5_NAME;Basic Escort Fighter;Chass. d’escorte I;Caccia di scorta standard;Caza escolta básico;Einfacher Begleitjäger;Podstawowy myœliwiec eskortuj¹cy;;Áàçîâûé èñòðåáèòåëü ñîïðîâîæäåíèÿ;;;x
TECH_APP_AIRCRAFT_5_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_5_1_NAME;Basic Long Range Engine;Moteur longue portée I;Motore a lungo raggio di base;Motor de gran alcance básico;Einfache Langstreckentriebwerk;Silnik podstawowego myœl. dalekiego zasiêgu;;Áàçîâûé äâèãàòåëü áîëüøîé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_5_2_NAME;Basic Escort Fighter Airframe;Cellule chass. d’escorte I;Telaio del caccia di scorta standard;Armazón de caza de escolta básico;Rumpf für einfache Begleitjäger;Kad³ub podstawowego myœliwca eskortuj¹cego;;Áàçîâûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_5_3_NAME;7.62mm MGs;Mitraill. 7,62mm;Mitragliatrici da 7,62mm;Ametralladoras de 7,62 mm;7,62mm MGs;Karabiny maszynowe 7.62mm;;Ïóëåìåò 7.62ìì;;;x
TECH_CMP_AIRCRAFT_5_4_NAME;Basic Decimetric Airborne Interceptor Radar;Radar d’interception aéroportée décimétrique I;Radar aereo intercettore decimetrico di base;Radar decimétrico básico para interceptor;Einfaches Dezimeter-Jägerradar;Podstawowy decymetrowy radar przechwytuj¹cy;;Áàçîâûé äåöèìåòðîâûé ðàäàð;;;x
TECH_CMP_AIRCRAFT_5_5_NAME;Basic Escort Fighter Prototype Tests;Essais du prototype de chasseur d’escorte I;Test prototipo caccia di scorta di base;Pruebas de prototipo de caza de escolta básico;Prototypentests einfacher Begleitjäger;Testy prototypowe podst. myœl. eskortuj¹cego;;Èñïûòàíèÿ áàçîâîãî èñòðåáèòåëÿ ñîïðîâîæäåíèÿ;;;x
TECH_APP_AIRCRAFT_6_NAME;Improved Interceptor;Intercepteur II;Intercettore migliorato;Interceptor mejorado;Verbesserter Abfangjäger;Ulepszony myœliwiec przechwytuj¹cy;;Óëó÷øåííûé èñòðåáèòåëü;;;x
TECH_APP_AIRCRAFT_6_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_6_1_NAME;Improved Short Range Engine;Moteur courte portée II;Motore a breve raggio migliorato;Motor de corto alcance mejorado;Verbesserte Kurzstreckentriebwerk;Silnik ulepszonego myœl. bliskiego zasiêgu;;Óëó÷øåííûé äâèãàòåëü ìàëîé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_6_2_NAME;Improved Interceptor Airframe;Cellule intercepteur II;Telaio di intercettore migliorato;Armazón de interceptor mejorado;Rumpf für verbesserte Abfangjäger;Kad³ub ulepszonego myœl. przechwytuj¹cego;;Óëó÷øåííûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_6_3_NAME;12.7mm MGs;Mitraill. 12,7mm;Mitragliatrici da 12.7 mm;Ametralladoras de 12,7 mm;12,7mm MGs;Karabiny maszynowe 12.7mm;;Ïóëåìåò 12.7ìì;;;x
TECH_CMP_AIRCRAFT_6_4_NAME;Improved Decimetric Airborne Interceptor Radar;Radar d’interception aéroportée décimétrique II;Radar aereo intercettore decimetrico migliorato;Radar decimétrico mejorado para interceptor;Verbessertes Dezimeter-Jägerradar;Ulepszony decymetrowy radar przechwytuj¹cy;;Óëó÷øåííûé äåöèìåòðîâûé ðàäàð;;;x
TECH_CMP_AIRCRAFT_6_5_NAME;Improved Interceptor Prototype Tests;Tests du prototype d’intercepteur II;Test prototipo intercettore migliorato;Pruebas de prototipo de interceptor mejorado;Prototypentests verbesserter Abfangjäger;Testy prot. ulepszonego myœl. przechw.;;Èñïûòàíèÿ óëó÷øåííîãî èñòðåáèòåëÿ;;;x
TECH_APP_AIRCRAFT_7_NAME;Improved Fighter;Chasseur MR II;Caccia multiruolo migliorato;Caza polivalente mejorado;Verbesserter Mehrzweckjäger;Ulepszony myœl. wielozadaniowy;;Óëó÷øåííûé èñòðåáèòåëü;;;x
TECH_APP_AIRCRAFT_7_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_7_1_NAME;Improved Medium Range Engine;Moteur moyenne portée II;Motore a medio raggio migliorato;Motor de medio alcance mejorado;Verbesserte Mittelstreckentriebwerk;Silnik ulepszonego myœl. œredniego zasiêgu;;Óëó÷øåííûé äâèãàòåëü ñðåäíåé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_7_2_NAME;Improved Fighter Airframe;Cellule chasseur MR II;Telaio del caccia multiruolo migliorato;Armazón de caza polivalente mejorado;Rumpf für verbesserte Mehrzweckjäger;Kad³ub ulepszonego myœl. wielozadaniowego;;Óëó÷øåííûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_7_3_NAME;12.7mm MGs;Mitraill. 12,7mm;Mitragliatrici da 12.7 mm;Ametralladoras de 12,7 mm;12.7mm MGs;Karabiny maszynowe 12.7mm;;Ïóëåìåò 12.7ìì;;;x
TECH_CMP_AIRCRAFT_7_4_NAME;Improved Decimetric Airborne Interceptor Radar;Radar d’interception aéroportée décimétrique II;Radar aereo intercettore decimetrico migliorato;Radar decimétrico mejorado para interceptor;Verbessertes Dezimeter-Jägerradar;Ulepszony decymetrowy lotn. radar przechw.;;Óëó÷øåííûé äåöèìåòðîâûé ðàäàð;;;x
TECH_CMP_AIRCRAFT_7_5_NAME;Improved Fighter Prototype Tests;Essais du prototype chasseur MR II;Test prototipo caccia multiruolo migliorato;Pruebas de prototipo de caza polivalente mejorado;Prototypentests verbesserter Mehrzweckjäger;Testy prot. ulepszonego myœl. wielozad.;;Èñïûòàíèÿ óëó÷øåííîãî èñòðåáèòåëÿ;;;x
TECH_APP_AIRCRAFT_8_NAME;Improved Escort Fighter;Chasseur escorte II;Caccia di scorta migliorato;Caza escolta mejorado;Verbesserter Begleitjäger;Ulepszony myœliwiec eskortuj¹cy;;Óëó÷øåííûé èñòðåáèòåëü ñîïðîâîæäåíèÿ;;;x
TECH_APP_AIRCRAFT_8_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_8_1_NAME;Improved Long Range Engine;Moteur longue portée II;Motore a lungo raggio migliorato;Motor de gran alcance mejorado;Verbesserte Langstreckentriebwerk;Silnik ulepsz. myœl. dalekiego zasiêgu;;Óëó÷øåííûé äâèãàòåëü áîëüøîé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_8_2_NAME;Improved Escort Fighter Airframe;Cellule chasseur escorte II;Telaio del caccia di scorta migliorato;Armazón de caza de escolta mejorado;Rumpf für verbesserte Begleitjäger;Kad³ub ulepsz. myœl. eskortuj¹cego;;Óëó÷øåííûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_8_3_NAME;12.7mm MGs;Mitraill. 12,7mm;Mitragliatrici da 12.7 mm;Ametralladoras de 12,7 mm;12,7mm MGs;Karabiny maszynowe 12.7mm;;Ïóëåìåò 12.7ìì;;;x
TECH_CMP_AIRCRAFT_8_4_NAME;Improved Decimetric Airborne Interceptor Radar;Radar d’interception aéroportée décimétrique II;Radar aereo intercettore decimetrico migliorato;Radar decimétrico mejorado para interceptor;Verbessertes Dezimeter-Jägerradar;Ulepszony decymetrowy lotn. radar przechw.;;Óëó÷øåííûé äåöèìåòðîâûé ðàäàð;;;x
TECH_CMP_AIRCRAFT_8_5_NAME;Improved Escort Fighter Prototype Tests;Essais du prototype de chasseur d’escorte II;Test prototipo caccia di scorta migliorato;Pruebas de prototipo de caza de escolta mejorado;Prototypentests verbesserter Begleitjäger;Testy prot. ulepszonego myœliwca eskortuj¹cego;;Èñïûòàíèÿ óëó÷. èñòðåáèòåëÿ ñîïðîâîæäåíèÿ;;;x
TECH_APP_AIRCRAFT_9_NAME;Advanced Interceptor;Intercepteur III;Intercettore avanzato;Interceptor avanzado;Fortschrittlicher Abfangjäger;Zaawansowany myœliwiec przechwytuj¹cy;;Óñîâåðøåíñòâîâàííûé èñòðåáèòåëü;;;x
TECH_APP_AIRCRAFT_9_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_9_1_NAME;Advanced Short Range Engine;Moteur courte portée III;Motore a breve raggio avanzato;Motor de corto alcance avanzado;Fortschrittliche Kurzstreckentriebwerk;Silnik zaawans. myœl. bliskiego zasiêgu;;Óñîâåðøåíñòâîâàííûé äâèãàòåëü ìàëîé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_9_2_NAME;Advanced Interceptor Airframe;Cellule intercepteur III;Telaio di intercettore avanzato;Armazón de interceptor avanzado;Rumpf für fortschrittliche Abfangjäger;Kad³ub zaawans. myœl. przechwytuj¹cego;;Óñîâåðøåíñòâîâàííûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_9_3_NAME;20mm Cannons;Cannons 20mm;Cannoni 20mm;Cañones de 20 mm;20mm Kanonen;Dzia³a 20mm;;Ïóëåìåò 20ìì;;;x
TECH_CMP_AIRCRAFT_9_4_NAME;Basic Centimetric Airborne Interceptor Radar;Radar d’interception aéroportée centimétrique;Radar aereo intercettore centimetrico di base;Radar centimétrico básico para interceptor;Einfaches Zentimeter-Jägerradar;Podstawowy centymetrowy lotn. rad. przechw.;;Áàçîâûé ñàíòèìåòðîâûé ðàäàð;;;x
TECH_CMP_AIRCRAFT_9_5_NAME;Advanced Interceptor Prototype Tests;Tests du prototype d’intercepteur III;Test prototipo intercettore avanzato;Pruebas de prototipo de interceptor avanzado;Prototypentests fortschrittlicher Abfangjäger;Testy prot. zaawans. myœl. przechwytuj¹cego;;Èñïûòàíèÿ óñîâåðøåíñòâîâàííîãî èñòðåáèòåëÿ;;;x
TECH_APP_AIRCRAFT_10_NAME;Advanced Fighter;Chasseur MR III;Caccia multiruolo avanzato;Caza polivalente avanzado;Fortschrittlicher Mehrzweckjäger;Zaawansowany myœl. wielozadaniowy;;Óñîâåðøåíñòâîâàííûé èñòðåáèòåëü;;;x
TECH_APP_AIRCRAFT_10_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_10_1_NAME;Advanced Medium Range Engine;Moteur moyenne portée III;Motore a medio raggio avanzato;Motor de medio alcance avanzado;Fortschrittliche Mittelstreckentriebwerk;Silnik zaawans. myœl. œredniego zasiêgu;;Óñîâ. äâèãàòåëü ñðåäíåé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_10_2_NAME;Advanced Fighter Airframe;Cellule chasseur MR III;Telaio del caccia multiruolo avanzato;Armazón de caza polivalente avanzado;Rumpf für fortschrittliche Mehrzweckjäger;Kad³ub zaawans. myœl. wielozadaniowego;;Óñîâåðøåíñòâîâàííûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_10_3_NAME;20mm Cannons;Cannons 20mm;Cannoni 20mm;Cañones de 20 mm;20mm Kanonen;Dzia³a 20mm;;Ïóëåìåò 20ìì;;;x
TECH_CMP_AIRCRAFT_10_4_NAME;Basic Centimetric Airborne Interceptor Radar;Radar d’interception aéroportée centimétrique;Radar aereo intercettore centimetrico di base;Radar centimétrico básico para interceptor;Einfaches Zentimeter-Jägerradar;Podstawowy centymetrowy lotn. rad. przechw.;;Áàçîâûé ñàíòèìåòðîâûé ðàäàð;;;x
TECH_CMP_AIRCRAFT_10_5_NAME;Advanced Fighter Prototype Tests;Essais du prototype chasseur MR III;Test prototipo caccia multiruolo avanzato;Pruebas de prototipo de caza polivalente avanzado;Prototypentests fortschrittl. Mehrzweckjäger;Testy prot. zaawans. myœl. wielozadaniowego;;Èñïûòàíèÿ óñîâåðøåíñòâîâàííîãî èñòðåáèòåëÿ;;;x
TECH_APP_AIRCRAFT_11_NAME;Advanced Escort Fighter;Chasseur escorte III;Caccia di scorta avanzato;Caza escolta avanzado;Fortschrittlicher Begleitjäger;Zaawansowany myœliwiec eskortuj¹cy;;Óñîâåðøåíñòâîâàííûé èñòðåáèòåëü ñîïðîâîæäåíèÿ;;;x
TECH_APP_AIRCRAFT_11_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_11_1_NAME;Advanced Long Range Engine;Moteur longue portée III;Motore a lungo raggio avanzato;Motor de gran alcance avanzado;Fortschrittliche Langstreckentriebwerk;Silnik zaawans. myœl. dalekiego zasiêgu;;Óñîâ. äâèãàòåëü áîëüøîé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_11_2_NAME;Advanced Escort Fighter Airframe;Cellule chasseur escorte III;Telaio del caccia di scorta avanzato;Armazón de caza de escolta avanzado;Rumpf für fortschrittliche Begleitjäger;Kad³ub zaawans. myœl. eskortuj¹cego;;Óñîâåðøåíñòâîâàííûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_11_3_NAME;20mm Cannons;Cannons 20mm;Cannoni 20mm;Cañones de 20 mm;20mm Kanonen;Dzia³a 20mm;;Ïóëåìåò 20ìì;;;x
TECH_CMP_AIRCRAFT_11_4_NAME;Basic Centimetric Airborne Interceptor Radar;Radar d’interception aéroportée centimétrique;Radar aereo intercettore centimetrico di base;Radar centimétrico básico para interceptor;Einfaches Zentimeter-Jägerradar;Podstawowy centymetrowy lotn. rad. przechw.;;Áàçîâûé ñàíòèìåòðîâûé ðàäàð;;;x
TECH_CMP_AIRCRAFT_11_5_NAME;Advanced Escort Fighter Prototype Tests;Essais du prototype de chasseur d’escorte III;Test prototipo caccia di scorta avanzato;Pruebas de prototipo de caza de escolta avanzado;Prototypentests fortschrittlicher Begleitjäger;Testy prot. zaawans. myœl. eskortuj¹cego;;Èñïûòàíèÿ óñîâ. èñòðåáèòåëÿ ñîïðîâîæäåíèÿ;;;x
TECH_APP_AIRCRAFT_12_NAME;Interwar Bomber;Bombardier entre 2 guerres;Bombardiere fra due guerre;Bombardero de entreguerras;Vorkriegsbomber;Bombowiec z I w. œw.;;Ïðåäâîåííûé áîìáàðäèðîâùèê;;;x
TECH_APP_AIRCRAFT_12_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_12_1_NAME;Interwar Short-Range Bomber Engine;Moteur bombardier courte portée entre 2 guerres;Motore di bombardiere a breve raggio fra due guerre;Motor de bombardero de corto alcance de entreguerras;Vorkriegskurzstreckenbombertriebwerk;Silnik bomb. bliskiego zasiêgu z I w. œw.;;Ïðåäâîåííûé äâèãàòåëü ìàëîé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_12_2_NAME;Interwar Medium Bomber Airframe;Cellule bombardier moyen entre 2 guerres;Telaio del bombardiere medio fra due guerre;Armazón de bombardero medio de entreguerras;Rumpf für mittlerere Vorkriegsbomber;Kad³ub bombowca z I w. œw.;;Ïðåäâîåííûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_12_3_NAME;External Bomb Loads;Chargements externes des bombes;Carico di bombe esterno;Cargas de bombas externas;Externe Bombenladungen;Zewnêtrzne zasobniki bombowe;;Íàðóæíûå áîìáîâûå êîíòåéíåðû;;;x
TECH_CMP_AIRCRAFT_12_4_NAME;Basic Radio Navigation;Radionavigation I;Navigazione radio di base;Radionavegación básica;Einfache Funknavigation;Podstawowa radionawigacja;;Áàçîâàÿ ðàäèîíàâèãàöèÿ;;;x
TECH_CMP_AIRCRAFT_12_5_NAME;Interwar Bomber Prototype Tests;Essais du prototype de bombardier entre 2 guerres;Test prototipo bombardiere fra le due guerre;Pruebas de prototipo de bombardero de entreguerras;Prototypentest mit Vorkriegsbombern;Testy prot. bombowca z I w. œw.;;Èñïûòàíèÿ ïðåäâîåííîãî áîìáàðäèðîâùèêà;;;x
TECH_APP_AIRCRAFT_13_NAME;Early Bomber;Premier bombardier;Bombardiere rudimentale;Bombardero temprano;Früher Bomber;Wczesny bombowiec;;Ðàííèé áîìáàðäèðîâùèê;;;x
TECH_APP_AIRCRAFT_13_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_13_1_NAME;Early Short-Range Bomber Engine;Premier moteur bombardier courte portée;Motore di bombardiere a breve raggio rudimentale;Motor de bombardero de corto alcance temprano;Frühe Kurzstreckenbombertriebwerk;Silnik wczesnego bombowca bl. zasiêgu;;Ðàííèé äâèãàòåëü ìàëîé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_13_2_NAME;Early Bomber Airframe;Première cellule bombardier;Telaio di bombardiere rudimentale;Armazón de bombardero temprano;Rumpf für frühe Bomber;Kad³ub wczesnego bombowca;;Ðàííèé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_13_3_NAME;Internal Bomb Loads;Chargements internes des bombes;Carico di bombe interno;Cargas de bombas internas;Interne Bombenladungen;Wewnêtrzne zasobniki bombowe;;Âíóòðåííèå áîìáîâûå êîíòåéíåðû;;;x
TECH_CMP_AIRCRAFT_13_4_NAME;Improved Radio Navigation;Radionavigation II;Navigazione radio migliorata;Radionavegación mejorada;Verbesserte Funknavigation;Ulepszona radionawigacja;;Óëó÷øåííàÿ ðàäèîíàâèãàöèÿ;;;x
TECH_CMP_AIRCRAFT_13_5_NAME;Early Bomber Prototype Tests;Essais du prototype de premier bombardier;Test prototipo bombardiere rudimentale;Pruebas de prototipo de bombardero temprano;Prototypentest früher Bomber;Testy prot. wczesnego bombowca;;Èñïûòàíèÿ ðàííåãî áîìáàðäèðîâùèêà;;;x
TECH_APP_AIRCRAFT_14_NAME;Basic Tactical Bomber;Bomb. tactique I;Bombardiere tattico standard;Bombardero táctico básico;Einfacher taktischer Bomber;Podstawowy bombowiec taktyczny;;Áàçîâûé òàêòè÷åñêèé áîìáàðäèðîâùèê;;;x
TECH_APP_AIRCRAFT_14_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_14_1_NAME;Basic Medium-Range Bomber Engine;Moteur bombardier portée moyenne I;Motore a medio raggio del bombardiere di base;Motor de bombardero de medio alcance básico;Einfache Mittelstreckenbombertriebwerk;Silnik podst. bombowca œr. zasiêgu;;Áàçîâûé äâèãàòåëü ñðåäíåé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_14_2_NAME;Basic Medium Bomber Airframe;Cellule bombardier moyen I;Telaio del bombardiere medio di base;Armazón de bombardero medio básico;Rumpf für einfache mittlere Bomber;Kad³ub podstawowego œredniego bombowca;;Áàçîâûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_14_3_NAME;1 ton Freefall Bombs;Bombes chute libre 1 tonne;Bombe a caduta libera da 1 ton.;Bombas de caída libre de 1 t;Freifallbomben (1t);1 tonowe bomby upadku swobodnego;;Îäíîòîííûå áîìáû;;;x
TECH_CMP_AIRCRAFT_14_4_NAME;Advanced Radio Navigation;Radionavigation III;Navigazione radio avanzata;Radionavegación avanzada;Fortschrittliche Funknavigation;Zaawansowana radionawigacja;;Óñîâåðøåíñòâîâàííàÿ ðàäèîíàâèãàöèÿ;;;x
TECH_CMP_AIRCRAFT_14_5_NAME;Basic Medium-Range Bomber Prototype Tests;Essais du prototype bombardier portée moyenne I;Test prototipo motore a m.r. bombardiere base;Pruebas de prototipo de bombardero de medio alcance básico;Prototypentests einf. Mittelstreckenbomber;Testy prot. podst. bomb. œredniego zasiêgu;;Èñïûòàíèÿ áàçîâîãî áîìáàðäèðîâùèêà;;;x
TECH_APP_AIRCRAFT_15_NAME;Improved Tactical Bomber;Bomb. tactique II;Bombardiere tattico migliorato;Bombardero táctico mejorado;Verbesserter taktischer Bomber;Ulepszony bombowiec taktyczny;;Óëó÷øåííûé òàêòè÷åñêèé áîìáàðäèðîâùèê;;;x
TECH_APP_AIRCRAFT_15_DESC;;;;;;;;;;;x
TECH_CMP_AIRCRAFT_15_1_NAME;Improved Medium-Range Bomber Engine;Moteur bombardier portée moyenne II;Motore a medio raggio del bombardiere migliorato;Motor de bombardero de medio alcance mejorado;Verbesserte Mittelstreckenbombertriebwerk;Silnik ulepszonego bomb. œredniego zasiêgu;;Óëó÷øåííûé äâèãàòåëü ñðåäíåé äàëüíîñòè;;;x
TECH_CMP_AIRCRAFT_15_2_NAME;Improved Medium Bomber Airframe;Cellule bombardier moyen II;Telaio del bombardiere medio migliorato;Armazón de bombardero medio mejorado;Rumpf für verbesserte mittlere Bomber;Kad³ub ulepszonego œredniego bombowca;;Óëó÷øåííûé ôþçåëÿæ;;;x
TECH_CMP_AIRCRAFT_15_3_NAME;2 ton Freefall Bombs;Bombes chute libre 2 tonnes;Bombe a caduta libera da 2 ton.;Bombas de caída libre de 2 t;Freifallbomben (2t);2 tonowe bomby swobodnego upadku;;Äâóõòîííûå áîìáû;;;x
